Product Name,Short Description,Description,Price
Emails de travaux d'assainissement,7.944 adresses emails de travaux d'assainissement,"Les 7.944 adresses e-mails des entreprises de travaux d'assainissement sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",120
E-mails entreprises travaux publics,15.723 adresses emails d'entreprises de travaux publics,"Les 15.723 adresses e-mails des entreprises de travaux publics sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",150
Emails de travaux d'asphalte goudron et bitume,"1.469 adresses emails de travaux d'asphalte, de goudron et de bitume","Les 1.469 adresses e-mails des entreprises de travaux d'asphalte, de goudron et de bitume sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - ACTIVITE - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",25
E-mails pose carrelages et dallages,9.542 adresses emails de poseurs de carrelage,"Les 9.542 adresses e-mails des poseurs de carrelage sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",130
Base d'adresses emails de chauffagistes,35.008 adresses emails de chauffagistes,"Les 35.008 adresses e-mails des sociétés de dépannage de chauffage, de chauffagistes et d'installation de chauffage sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",290
Emails de rénovation immobilière,16.241 adresses e-mails d'entreprises de rénovation immobilière,"Les 16.241 adresses e-mails d'entreprises de rénovation immobilière sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
  Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",180
Adresses e-mails des designers,Base de 5.205 adresses emails de designers,"Les 5.205 adresses e-mails de designers sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",80
Emails travaux ravalement de façade,Base de 10.307 adresses emails des entreprises de ravalement et de travaux de ravalement de façade,"Les 10.307 adresses e-mails des entreprises de ravalement et de travaux de ravalement de façade sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",130
Adresses e-mails canalisations,1.264 adresses emails des entreprises de pose et d'entretien des canalisations,"Les 1.264 adresses e-mails des entreprises de pose et d'entretien des canalisations sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
E-mails des entreprises d'étanchéité,Base de 4.996 adresses emails des entreprises d'étanchéité,"Les 4.996 adresses e-mails des entreprises d'étanchéité sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",60
Base des adresses emails des menuiseries,Base de 36.429 adresses emails des entreprises de menuiserie,"Les 36.429 adresses e-mails des entreprises de menuiserie sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",300
Adresses emails de menuiserie PVC,Base de 10.533 adresses emails des entreprises de menuiserie PVC,"Les 10.533 adresses e-mails des entreprises de menuiserie PVC sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",130
E-mails entreprises de staff stuc,Base de 350 adresses emails des entreprises de staff et de stuc,"Les 350 adresses e-mails des entreprises de staff et de stuc sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Adresses emails entreprises terrassement,Base de 12.018 adresses emails des entreprises de terrassement,"Les 12.018 adresses e-mails des entreprises de terrassement sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",160
Emails constructeurs maisons individuelles,9.836 adresses emails des constructeurs de maisons individuelles,"Les 9.836 adresses e-mails des constructeurs de maisons individuelles sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",120
Base d'adresses emails des lotisseurs immobilier et aménageurs fonciers,2.548 adresses emails des lotisseurs immobilier et aménageurs fonciers,"Les 2.548 adresses e-mails des lotisseurs immobilier et aménageurs fonciers sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",35
Emails agencement appartements,1.585 adresses emails d'agencement d'appartements,"Les 1.585 adresses e-mails des entreprises d'agencement d'appartements sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",25
Emails de chalets et constructions bois,782 adresses emails de vente et de fabrication de chalets et de constructions bois,"Les 782 adresses e-mails des vendeurs et des fabricants de chalets et de constructions bois sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",25
Emails de promoteurs constructeurs,5.234 adresses emails de promoteurs et constructeurs,"Les 5.234 adresses e-mails des promoteurs et constructeurs sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",70
Emails des vendeurs de cheminées,3.119 adresses emails des vendeurs de cheminées,"Les 3.119 adresses emails des vendeurs de cheminées sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",40
Emails installateurs de climatisation,16.859 adresses emails des installateurs de climatisation,"Les 16.859 adresses e-mails des sociétés de dépannage de climatisation, d'études et d'installation de climatisation sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",150
Base adresses emails énergies solaires,2.132 adresses emails des énergies solaires,"Les 2.132 adresses e-mails des énergies solaires sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",35
Emails associations culturelles loisirs,53.089 adresses emails d'associations culturelles et de loisirs,"Les 53.089 adresses e-mails des associations culturelles et de loisirs sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",200
Adresses emails bibliothèques médiathèques,13.973 adresses emails de bibliothèques et médiathèques,"Les 13.973 adresses e-mails des bibliothèques et médiathèques sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",160
Base d'adresses emails de musées,6.097 adresses emails de musées,"Les 6.097 adresses e-mails des musées sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",80
Emails leçons et cours de musique et chant,Base de 7.789 adresses emails de cours et leçons de musique et de chant,"Les 7.789 adresses e-mails de cours et leçons de musique et de chant sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",125
Emails vente instruments de musique et de partitions,1.993 adresses emails de vente d'instruments de musique et de partitions,"Les 1.993  adresses e-mails de vente d'instruments de musique et de partitions sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",29
Adresses e-mails animation artistique,Base de 4.700 adresses emails d'animation artistique,"Les 4.700 adresses e-mails d'animation artistique sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",70
Base d'adresses e-mails des orchestres,859 adresses emails des orchestres,"Les 859 adresses e-mails des orchestres classiques et orchestres de variétés sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",29
Base d'adresses emails de marionnettes et spectacles pour enfants,446 adresses emails de marionnettes et spectacles pour enfants,"Les 446 adresses e-mails de marionnettes et spectacles pour enfants sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Emails salles de concerts et spectacles,3.977 adresses emails de salles de concerts et de spectacles,"Les 3.977 adresses e-mails des salles de concerts et des salle de spectacles sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",50
Emails magasins de jeux et de jouets,4.053 adresses emails des magasins de jeux et de jouets,"Les 4.053 adresses e-mails des magasins de jeux et de jouets sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",60
Adresses emails artistes peintres,7.272 adresses emails des artistes peintres,"Les 7.272 adresses e-mails des artistes peintres sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",110
Base d'adresses emails des disquaires,778 adresses emails des disquaires,"Les 778 adresses e-mails de disquaires et de vente de vinyles sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Adresses emails assistantes maternelles,1.678 adresses emails d'assistantes maternelles,"Les 1.678 adresses e-mails des assistantes maternelles sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",25
Adresses emails collèges et lycées,18.062 adresses emails de collèges et lycées,"Les 18.062 adresses e-mails des collèges et des lycées sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL - ACTIVITE
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",199
Adresses emails de crèches et garderies,13.782 adresses emails de crèches et garderies,"Les 13.782 adresses e-mails des crèches et garderies sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",140
Base adresses emails écoles maternelles,47.023 adresses emails d'écoles maternelles,"Les 47.023 adresses e-mails des écoles maternelles sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",220
Adresses e-mails écoles primaires,52.135 adresses emails d’écoles primaires,"Les 52.135 adresses e-mails des écoles primaires sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",300
Adresses emails enseignement supérieur,10.961 adresses emails d'enseignement supérieur,"Les 10.961 adresses e-mails de l'enseignement supérieur sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL - ACTIVITE
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",130
Adresses emails organismes de formation,38.229 adresses emails d'organismes de formation,"Les 38.229 adresses e-mails des organismes de formation sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",400
Adresses emails lycées techniques,5.408 adresses emails des lycées techniques,"Les 5.408 adresses e-mails des lycées d'enseignement professionnel et technique sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",70
Emails conseils formation gestion personnel,5.193 adresses emails des conseils en formation et en gestion de personnel,"Les 5.193 adresses e-mails des conseils en formation et en gestion de personnel sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",80
Adresses emails gardes d'enfants,9.573 adresses emails des gardes d'enfants,"Les 9.573 adresses e-mails des gardes d'enfants sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",120
Adresses emails des cours de langues,3.471 adresses emails des cours de langues,"Les 3.471 adresses e-mails des cours de langues sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",50
Adresses emails cabinets de recrutement,5.750 adresses emails des cabinets de recrutement,"Les 5.750 adresses e-mails des cabinets de recrutement sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - ACTIVITE - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",90
Adresses emails agencement magasins,3.946 adresses emails d'agencement de magasins,"Les 3.946 adresses e-mails des entreprises d'agencement de magasins sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",50
Adresses emails bijouteries joailleries,11.883 adresses emails de bijouteries joailleries,"Les 11.883 adresses e-mails des bijouteries joailleries sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",160
Emails magasins de prêt à porter,21.102 adresses emails des boutiques de vêtements,"Les 21.102 adresses e-mails des boutiques de vêtements sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL - ACTIVITE
Ce fichier emails contient les activités suivantes :
Base d'adresses emails de magasins de vêtements pour femmes
Base d'adresses emails de magasins de vêtements sportswear
Base d'adresses emails des magasins de vêtements de cuir et peau
Base d'adresses emails des magasins de vêtements pour enfants
Base d'adresses emails des magasins de vêtements pour hommes
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",250
Adresses emails magasins de sport,9.780 adresses emails des magasins de sport,"Les 9.780 adresses e-mails des magasins de sport et de vente d'articles de sport sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",120
Base d'adresses emails de pressings,1.781 adresses emails de pressings,"Les 1.781 adresses e-mails de pressings sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",30
Base d'adresses emails de lingerie,2.350 adresses emails de lingerie,"Les 2.350 adresses e-mails de boutiques de lingerie sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",35
Adresses emails magasins de chaussures,5.461 adresses emails de magasins de chaussures,"Les 5.461 adresses e-mails des magasins de chaussures sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",80
Emails magasins et articles puériculture,Base de 1.469 adresses emails de magasins d'articles de puériculture,"Les 1.469 adresses e-mails de magasins d'articles de puériculture sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",20
Emails magasins vetements enfants,2.879 adresses emails des magasins de vêtements pour enfants,"Les 2.879 adresses e-mails des magasins de vêtements pour enfants sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",40
